user,number of commits,number of adoption commits,unique libraries adopted,unique committing repos,unique adoption repos
33643,38,0,0,8,0
33644,3,0,0,2,0
33645,7,0,0,3,0
33646,329,0,0,4,0
33647,2,1,1,2,1
33648,19,0,0,8,0
33649,274,2,2,19,2
33650,238,5,7,10,2
33651,3,1,1,1,1
33652,1459,7,25,34,5
33653,283,1,8,9,1
33654,1262,1,3,21,1
33655,8,0,0,4,0
33656,376,1,4,16,1
33657,440,3,3,20,3
33658,48,2,4,4,1
33659,389,2,9,10,2
33660,1461,0,0,11,0
33661,72,0,0,8,0
33662,102,0,0,13,0
33663,15,0,0,6,0
33664,12,0,0,5,0
33665,352,14,32,10,2
33666,83,0,0,9,0
33667,7,0,0,5,0
33668,44,1,1,5,1
33669,2128,1,2,37,1
33670,52,0,0,10,0
33671,71,0,0,10,0
33672,6,0,0,6,0
33673,98,0,0,14,0
33674,61,1,18,10,1
33675,219,3,3,25,3
33676,367,0,0,12,0
33677,21,1,2,11,1
33678,169,0,0,9,0
33679,16,0,0,8,0
33680,227,1,2,23,1
33681,19,0,0,9,0
33682,13,1,3,11,1
33683,9,0,0,9,0
33684,130,0,0,13,0
33685,252,0,0,9,0
33686,22,0,0,12,0
33687,18,0,0,9,0
33688,36,0,0,9,0
33689,9,0,0,9,0
33690,301,3,9,14,2
33691,18,0,0,9,0
33692,10,0,0,10,0
33693,662,0,0,14,0
33694,32,0,0,12,0
33695,11,0,0,10,0
33696,76,0,0,12,0
33697,86,0,0,12,0
33698,13,0,0,12,0
33699,338,0,0,16,0
33700,32,0,0,14,0
33701,620,1,11,17,1
33702,72,0,0,12,0
33703,24,0,0,12,0
33704,12,0,0,12,0
33705,18,0,0,9,0
33706,177,0,0,14,0
33707,508,2,8,14,2
33708,284,0,0,17,0
33709,85,0,0,26,0
33710,345,1,2,15,1
33711,11,0,0,11,0
33712,12,1,3,12,1
33713,1826,0,0,5,0
33714,1,0,0,1,0
33715,32,0,0,2,0
33716,2,0,0,2,0
33717,1,0,0,1,0
33718,2,0,0,2,0
33719,1,0,0,1,0
33720,2,0,0,1,0
33721,1,1,1,1,1
33722,2,0,0,1,0
33723,51,0,0,13,0
33724,8,0,0,1,0
33725,3,0,0,2,0
33726,24,0,0,6,0
33727,9,0,0,1,0
33728,4,0,0,1,0
33729,6,0,0,2,0
33730,16,0,0,3,0
33731,1,0,0,1,0
33732,1,0,0,1,0
33733,1,0,0,1,0
33734,167,0,0,9,0
33735,26,0,0,2,0
33736,1,0,0,1,0
33737,1,0,0,1,0
33738,1,0,0,1,0
33739,72,3,3,8,2
33740,10,0,0,1,0
33741,39,3,5,3,1
33742,13,0,0,3,0
33743,12,0,0,3,0
33744,1,0,0,1,0
33745,24,4,10,3,2
33746,2,0,0,1,0
33747,14,0,0,3,0
33748,15,0,0,1,0
33749,2,0,0,1,0
33750,19,0,0,1,0
33751,1,0,0,1,0
33752,36,0,0,2,0
33753,19,2,14,3,1
33754,161,1,1,1,1
33755,50,0,0,6,0
33756,21,0,0,2,0
33757,3,0,0,1,0
33758,1,0,0,1,0
33759,16,0,0,6,0
33760,1,0,0,1,0
33761,115,0,0,7,0
33762,8,0,0,1,0
33763,4,0,0,1,0
33764,22,0,0,3,0
33765,4,0,0,4,0
33766,10,0,0,4,0
33767,12,0,0,3,0
33768,65,1,6,8,1
33769,39,2,7,3,1
33770,495,3,3,19,1
33771,3,0,0,1,0
33772,3,0,0,2,0
33773,6,0,0,3,0
33774,1,0,0,1,0
33775,38,1,3,3,1
33776,5,0,0,3,0
33777,3,0,0,3,0
33778,2,0,0,1,0
33779,1,0,0,1,0
33780,1,0,0,1,0
33781,2,0,0,1,0
33782,40,2,7,9,2
33783,6,0,0,2,0
33784,14,0,0,3,0
33785,3,0,0,1,0
33786,34,0,0,4,0
33787,3,0,0,1,0
33788,4,0,0,1,0
33789,14,0,0,1,0
33790,133,0,0,9,0
33791,26,0,0,6,0
33792,12,0,0,3,0
33793,1,0,0,1,0
33794,148,0,0,6,0
33795,3,0,0,1,0
33796,17,0,0,1,0
33797,16,1,6,2,1
33798,41,0,0,2,0
33799,1,0,0,1,0
33800,8,0,0,1,0
33801,4,0,0,1,0
33802,2,0,0,1,0
33803,5,0,0,1,0
33804,634,0,0,28,0
33805,4,0,0,1,0
33806,18,1,14,7,1
33807,41,3,3,4,2
33808,2,0,0,1,0
33809,7,0,0,2,0
33810,17,0,0,6,0
33811,6,0,0,1,0
33812,2,1,1,1,1
33813,2,0,0,1,0
33814,8,0,0,1,0
33815,6,0,0,1,0
33816,4,0,0,2,0
33817,1,0,0,1,0
33818,3,0,0,3,0
33819,69,0,0,11,0
33820,8,0,0,1,0
33821,79,0,0,8,0
33822,15,0,0,7,0
33823,10,0,0,1,0
33824,2,0,0,1,0
33825,57,0,0,8,0
33826,7,0,0,1,0
33827,3,0,0,1,0
33828,2,0,0,1,0
33829,2,0,0,1,0
33830,205,1,1,21,1
33831,2,0,0,1,0
33832,3,0,0,2,0
33833,24,0,0,1,0
33834,2,0,0,1,0
33835,12,0,0,1,0
33836,19,0,0,1,0
33837,4,0,0,3,0
33838,4,0,0,1,0
33839,6,0,0,2,0
33840,6,0,0,1,0
33841,2,0,0,1,0
33842,33,0,0,6,0
33843,99,0,0,3,0
33844,4,0,0,1,0
33845,8,0,0,1,0
33846,8,0,0,1,0
33847,2,0,0,1,0
33848,2,0,0,1,0
33849,40,0,0,1,0
33850,4,0,0,1,0
33851,4,0,0,2,0
33852,4,0,0,1,0
33853,2,0,0,1,0
33854,18,1,3,2,1
33855,6,0,0,2,0
33856,4,0,0,1,0
33857,2,0,0,1,0
33858,5,1,1,2,1
33859,35,0,0,3,0
33860,493,2,4,15,2
33861,3485,3,6,25,3
33862,3,0,0,3,0
33863,3,0,0,3,0
33864,14,1,1,3,1
33865,59,2,9,2,1
33867,235,0,0,9,0
33868,59,0,0,7,0
33869,17,0,0,3,0
33870,205,2,3,3,1
33871,153,0,0,8,0
33872,48,0,0,5,0
33873,133,0,0,13,0
33874,435,1,3,11,1
33875,18,1,4,2,1
33876,290,1,1,2,1
33877,11,0,0,2,0
33878,18,0,0,4,0
33879,37,1,1,5,1
33880,110,0,0,12,0
33881,67,0,0,11,0
33882,5,0,0,4,0
33883,32,0,0,5,0
33884,37,0,0,1,0
33885,461,0,0,6,0
33886,1,0,0,1,0
33887,302,0,0,5,0
33888,7,0,0,2,0
33889,76,1,3,14,1
33890,37,0,0,5,0
33891,1094,0,0,17,0
33892,94,0,0,10,0
33893,16,0,0,4,0
33894,3,0,0,2,0
33895,19,0,0,2,0
33896,550,1,1,21,1
33897,3,0,0,1,0
33898,291,3,3,3,2
33899,10,1,1,1,1
33900,756,1,4,15,1
33901,83,3,3,3,1
33902,781,0,0,4,0
33903,437,4,14,7,3
33904,37,2,4,3,1
33905,4,1,2,2,1
33906,45,2,7,3,2
33907,309,1,4,9,1
33908,6,0,0,2,0
33909,117,1,2,6,1
33910,2,0,0,2,0
33911,6,0,0,2,0
33912,51,0,0,9,0
33913,61,0,0,12,0
33914,12,0,0,3,0
33915,63,0,0,3,0
33916,1,0,0,1,0
33917,1,0,0,1,0
33918,13,0,0,4,0
33919,3,0,0,3,0
33920,1066,0,0,4,0
33921,12,0,0,5,0
33922,58,7,18,9,1
33923,3,0,0,1,0
33924,2,0,0,1,0
33925,149,0,0,8,0
33926,5,0,0,1,0
33927,1,0,0,1,0
33928,579,0,0,32,0
33929,328,0,0,5,0
33930,362,0,0,5,0
33931,566,3,10,27,3
33932,179,0,0,11,0
33933,31,1,1,4,1
33934,381,0,0,16,0
33935,489,3,6,13,1
33936,1939,0,0,26,0
33937,4,0,0,2,0
33938,2,0,0,1,0
33939,1,0,0,1,0
33940,306,0,0,3,0
33941,1,0,0,1,0
33942,21,0,0,3,0
33943,560,0,0,5,0
33944,16,0,0,5,0
33945,258,0,0,17,0
33946,566,0,0,2,0
33947,22,0,0,4,0
33948,20,0,0,4,0
33949,115,1,23,9,1
33950,342,0,0,14,0
33951,44,0,0,4,0
33952,162,0,0,5,0
33953,163,1,18,20,1
33954,63,3,15,17,3
33955,56,2,22,8,2
33956,153,0,0,12,0
33957,1,0,0,1,0
33958,3,0,0,2,0
33959,2,0,0,1,0
33960,101,0,0,5,0
33961,3,0,0,2,0
33962,2,0,0,1,0
33963,53,0,0,5,0
33964,2,0,0,2,0
33965,3,0,0,1,0
33966,17,0,0,9,0
33967,13,0,0,4,0
33968,28,0,0,5,0
33969,7,0,0,3,0
33970,2,0,0,2,0
33971,249,0,0,19,0
33972,4,0,0,1,0
33973,12,0,0,8,0
33974,347,0,0,19,0
33975,1,0,0,1,0
33976,158,2,7,17,2
33977,10,1,7,3,1
33978,291,1,4,6,1
33979,500,2,3,8,1
33980,113,4,7,2,2
33981,1023,0,0,11,0
33982,223,2,4,20,2
33983,5,0,0,2,0
33984,2,0,0,1,0
33985,4,0,0,2,0
33986,2,0,0,1,0
33987,940,1,1,14,1
33988,95,0,0,11,0
33989,14,0,0,1,0
33990,14,0,0,5,0
33991,275,0,0,16,0
33992,19,0,0,4,0
33993,1703,0,0,17,0
33994,43,0,0,4,0
33995,308,4,13,2,1
33996,13,0,0,3,0
33997,71,2,3,10,2
33998,17,1,1,3,1
33999,3,0,0,1,0
34000,16,0,0,3,0
34001,8,0,0,3,0
34002,21,0,0,1,0
34003,54,0,0,8,0
34004,37,1,2,1,1
34005,205,0,0,35,0
34006,74,1,1,11,1
34007,1,0,0,1,0
34008,183,2,4,11,2
34009,35,1,7,7,1
34010,1824,2,353,52,2
34011,6,0,0,2,0
34012,22,0,0,4,0
34013,13,0,0,3,0
34014,1,0,0,1,0
34015,1,0,0,1,0
34016,12,0,0,1,0
34017,5,0,0,1,0
34018,4,1,3,1,1
34019,2,0,0,1,0
34020,115,0,0,2,0
34021,3,0,0,2,0
34022,181,3,12,11,3
34023,177,2,28,4,2
34024,9,0,0,1,0
34025,284,0,0,4,0
34026,51,1,207,10,1
34027,91,0,0,13,0
34028,7,0,0,2,0
34029,1,0,0,1,0
34030,21,1,2,2,1
34031,14,2,3,3,2
34032,5,0,0,4,0
34033,1,0,0,1,0
34034,1662,0,0,26,0
34035,45,0,0,4,0
34036,13,0,0,6,0
34037,4,0,0,2,0
34038,3,0,0,2,0
34039,114,0,0,5,0
34040,51,0,0,4,0
34041,348,0,0,6,0
34042,1,1,4,1,1
34043,42,0,0,3,0
34044,10,0,0,2,0
34045,1274,1,2,18,1
34046,26,0,0,2,0
34047,2,1,5,1,1
34048,1,0,0,1,0
34049,1,0,0,1,0
34050,2,0,0,2,0
34051,1,0,0,1,0
34052,1,0,0,1,0
34053,2,0,0,1,0
34054,1,0,0,1,0
34055,1,0,0,1,0
34056,1,0,0,1,0
34057,8,0,0,2,0
34058,2,0,0,2,0
34059,134,0,0,19,0
34060,18,0,0,6,0
34061,1,0,0,1,0
34062,314,1,1,9,1
34063,2,0,0,1,0
34064,87,0,0,4,0
34065,84,1,22,13,1
34066,46,1,1,3,1
34067,14,0,0,1,0
34068,31,0,0,3,0
34069,2,0,0,1,0
34070,1,0,0,1,0
34071,2,0,0,2,0
34072,1,0,0,1,0
34073,1,0,0,1,0
34074,36,0,0,2,0
34075,8,0,0,2,0
34076,51,0,0,4,0
34077,3,0,0,2,0
34078,1,0,0,1,0
34079,86,1,1,7,1
34080,55,0,0,5,0
34081,30,0,0,4,0
34082,551,0,0,22,0
34083,185,0,0,16,0
34084,279,6,44,2,1
34085,56,1,1,8,1
34086,24,1,4,5,1
34087,14,1,1,5,1
34088,2,0,0,1,0
34089,66,0,0,10,0
34090,2451,1,2,58,1
34091,49,0,0,9,0
34092,58,0,0,7,0
34093,18,0,0,2,0
34094,116,1,3,10,1
34095,19,1,4,4,1
34096,8,0,0,3,0
34097,30,0,0,6,0
34098,42,0,0,8,0
34099,10,0,0,6,0
34100,4,0,0,2,0
34101,21,3,4,8,3
34102,29,1,5,5,1
34103,26,0,0,4,0
34104,79,0,0,5,0
34105,170,0,0,4,0
34106,2,0,0,1,0
34107,247,0,0,11,0
34108,1013,4,4,33,4
34109,1,0,0,1,0
34110,424,1,1,20,1
34111,283,1,1,25,1
34112,1563,1,1,6,1
34113,53,0,0,3,0
34114,289,2,4,44,2
34115,235,0,0,8,0
34116,68,0,0,13,0
34117,230,5,11,8,3
34118,73,4,6,8,3
34119,38,0,0,5,0
34120,1,0,0,1,0
34121,1,0,0,1,0
34122,37,0,0,3,0
34123,205,0,0,15,0
34124,144,3,6,4,2
34125,1,0,0,1,0
34126,15,0,0,3,0
34127,188,0,0,10,0
34128,318,0,0,4,0
34129,426,0,0,2,0
34130,9,1,12,2,1
34131,38,0,0,1,0
34132,7,0,0,6,0
34133,2,0,0,1,0
34134,3,0,0,2,0
34135,170,0,0,4,0
34136,1,0,0,1,0
34137,10,0,0,3,0
34138,74,0,0,4,0
34139,72,0,0,12,0
34140,15,1,2,2,1
34141,1052,0,0,8,0
34142,24,0,0,4,0
34143,9,0,0,1,0
34144,24,0,0,3,0
34145,1,0,0,1,0
34146,354,0,0,14,0
34147,38,0,0,3,0
34148,3,0,0,2,0
34149,38,0,0,4,0
34150,4,0,0,2,0
34151,6,0,0,2,0
34152,1,1,1,1,1
34153,79,3,3,9,2
34154,2,0,0,1,0
34155,64,1,1,4,1
34156,53,0,0,5,0
34157,5,0,0,1,0
34158,253,2,3,11,2
34159,70,0,0,4,0
34160,4,0,0,3,0
34161,11,0,0,1,0
34162,2,0,0,2,0
34163,1,0,0,1,0
34164,40,0,0,2,0
34165,77,0,0,9,0
34166,7,0,0,3,0
34167,81,0,0,7,0
34168,10,0,0,2,0
34169,464,0,0,5,0
34170,173,3,7,29,3
34171,256,0,0,13,0
34172,180,1,1,23,1
34173,3,0,0,2,0
34174,82,0,0,15,0
34175,1379,0,0,27,0
34176,7934,0,0,45,0
34177,197,0,0,6,0
34178,1,0,0,1,0
34179,2,0,0,1,0
34180,2,0,0,1,0
34181,19,2,54,7,2
34182,4590,2,2,9,1
34183,31,0,0,4,0
34184,85,0,0,1,0
34185,1,0,0,1,0
34186,229,1,7,10,1
34187,1,0,0,1,0
34188,1,0,0,1,0
34189,3,0,0,2,0
34190,23,1,1,6,1
34191,2,1,1,1,1
34192,1,0,0,1,0
34193,3,0,0,1,0
34194,16,1,1,1,1
34195,24,0,0,4,0
34196,2,0,0,1,0
34197,1,1,2,1,1
34198,6,0,0,1,0
34199,4,0,0,1,0
34200,3,1,9,2,1
34201,76,0,0,6,0
34202,20,0,0,1,0
34203,102,0,0,5,0
34204,25,0,0,2,0
34205,87,0,0,3,0
34206,8,0,0,1,0
34207,41,1,1,2,1
34208,1,1,4,1,1
34209,3,0,0,1,0
34210,6,0,0,1,0
34211,9,0,0,1,0
34212,2,0,0,1,0
34213,48,0,0,8,0
34214,3,0,0,1,0
34215,55,0,0,8,0
34216,14,0,0,1,0
34217,3,0,0,1,0
34218,7,0,0,2,0
34219,36,0,0,3,0
34220,3,0,0,1,0
34221,4,0,0,2,0
34222,2,0,0,1,0
34223,3,0,0,1,0
34224,40,0,0,3,0
34225,96,0,0,4,0
34226,12,0,0,1,0
34227,11,0,0,3,0
34228,16,0,0,4,0
34229,1,0,0,1,0
34230,8,1,1,4,1
34231,6,0,0,5,0
34232,58,1,16,26,1
34233,3,0,0,3,0
34234,5,1,1,2,1
34235,10,0,0,3,0
34236,1,0,0,1,0
34237,1,0,0,1,0
34238,46,0,0,7,0
34239,628,0,0,23,0
34240,21,0,0,6,0
34241,1,0,0,1,0
34242,27,2,6,8,1
34243,4,0,0,4,0
34244,6,0,0,3,0
34245,1,0,0,1,0
34246,1,1,1,1,1
34247,3,0,0,1,0
34248,2,0,0,1,0
34249,26,0,0,1,0
34250,1,0,0,1,0
34251,2,0,0,1,0
34252,2,0,0,2,0
34253,27,0,0,7,0
34254,6,0,0,1,0
34255,15,0,0,3,0
34256,11,0,0,2,0
34257,2,0,0,2,0
34258,16,0,0,5,0
34259,96,0,0,4,0
34260,1,0,0,1,0
34261,2,0,0,2,0
34262,5,0,0,2,0
34263,2,0,0,1,0
34264,7,1,1,6,1
34265,9,0,0,1,0
34266,3,0,0,3,0
34267,1,0,0,1,0
34268,1,0,0,1,0
34269,3,0,0,2,0
34270,1,0,0,1,0
34271,47,0,0,8,0
34272,12,1,1,5,1
34273,11,0,0,5,0
34274,10,0,0,3,0
34275,28,0,0,1,0
34276,11,0,0,5,0
34277,8,0,0,1,0
34278,6,0,0,3,0
34279,412,6,12,7,1
34280,1,0,0,1,0
34281,6,0,0,2,0
34282,2,0,0,1,0
34283,1,0,0,1,0
34284,12,0,0,3,0
34285,8,1,13,5,1
34286,1,0,0,1,0
34287,8,0,0,3,0
34288,51,2,5,3,1
34289,40,0,0,4,0
34290,8,0,0,3,0
34291,154,0,0,5,0
34292,2,0,0,1,0
34293,3,0,0,2,0
34294,34,1,1,2,1
34295,94,0,0,4,0
34296,1,0,0,1,0
34297,2,0,0,1,0
34298,2,0,0,1,0
34299,18,0,0,3,0
34300,24,0,0,7,0
34301,1,0,0,1,0
34302,13,0,0,2,0
34303,4,0,0,2,0
34304,51,0,0,6,0
34305,6,1,7,2,1
34306,1,0,0,1,0
34307,1,0,0,1,0
34308,2,0,0,1,0
34309,442,1,1,6,1
34310,1,0,0,1,0
34311,89,0,0,4,0
34312,13,0,0,3,0
34313,125,0,0,2,0
34314,951,1,2,11,1
34315,14,0,0,5,0
34316,1,0,0,1,0
34317,1,0,0,1,0
34318,116,0,0,6,0
34319,1,0,0,1,0
34320,11,0,0,1,0
34321,7,0,0,5,0
34322,1,0,0,1,0
34323,59,0,0,12,0
34324,9,1,3,2,1
34325,8,0,0,3,0
34326,15,1,3,11,1
34327,4,0,0,2,0
34328,1,1,3,1,1
34329,1,1,1,1,1
34330,220,0,0,6,0
34331,2,0,0,1,0
34332,15,0,0,4,0
34333,2,0,0,2,0
34334,3,0,0,3,0
34335,99,4,8,6,2
34336,99,0,0,10,0
34337,41,1,1,10,1
34338,7,0,0,4,0
34339,17,2,2,9,2
34340,2,0,0,2,0
34341,9,0,0,5,0
34342,5,0,0,3,0
34343,230,0,0,6,0
34344,8,0,0,2,0
34345,31,0,0,6,0
34346,35,1,1,6,1
34347,4,0,0,3,0
34348,4,0,0,4,0
34349,5,0,0,5,0
34350,2,0,0,2,0
34351,18,0,0,4,0
34352,5,0,0,3,0
34353,6,0,0,3,0
34354,1,0,0,1,0
34355,41,0,0,9,0
34356,123,1,1,16,1
34357,1,0,0,1,0
34358,63,0,0,10,0
34359,1,0,0,1,0
34360,300,0,0,10,0
34361,357,0,0,10,0
34362,620,1,2,7,1
34363,36,1,1,2,1
34364,1,0,0,1,0
34365,20,0,0,5,0
34366,39,0,0,1,0
34367,93,0,0,7,0
34368,3106,0,0,13,0
34369,129,0,0,6,0
34370,177,0,0,10,0
34373,59,0,0,2,0
34374,26,0,0,5,0
34375,1333,1,1,45,1
34376,55,1,1,7,1
34377,122,1,2,9,1
34378,5,1,4,1,1
34379,96,2,4,6,1
34380,25,0,0,8,0
34381,1,1,2,1,1
34382,15,0,0,2,0
34383,2,0,0,1,0
34384,28,0,0,9,0
34385,16,0,0,4,0
34386,28,0,0,4,0
34387,70,1,2,3,1
34388,31,0,0,4,0
34389,7,1,6,6,1
34390,318,0,0,23,0
34391,1,0,0,1,0
34392,8,0,0,3,0
34393,2,1,1,2,1
34394,784,0,0,16,0
34395,1,0,0,1,0
34396,16,0,0,2,0
34397,2,1,3,2,1
34398,162,0,0,2,0
34399,19,1,1,3,1
34400,13,0,0,2,0
34401,8,3,7,1,1
34402,4,0,0,2,0
34403,17,0,0,3,0
34404,1,1,2,1,1
34405,1,0,0,1,0
34406,64,0,0,3,0
34407,1,0,0,1,0
34408,1,0,0,1,0
34409,1,0,0,1,0
34410,1,0,0,1,0
34411,25,0,0,1,0
34412,1,1,1,1,1
34413,4,0,0,2,0
34414,5,0,0,2,0
34415,72,0,0,8,0
34416,7,0,0,4,0
34417,229,0,0,19,0
34418,43,2,9,8,1
34419,164,0,0,35,0
34420,54,0,0,5,0
34421,13,0,0,3,0
34422,2,0,0,1,0
34423,17,1,2,3,1
34424,1,1,3,1,1
34425,1,1,1,1,1
34426,1,0,0,1,0
34427,58,1,6,3,1
34428,1,0,0,1,0
34429,1,1,1,1,1
34430,3,0,0,3,0
34431,1027,0,0,28,0
34432,2,1,1,1,1
34433,1,0,0,1,0
34434,3,0,0,1,0
34435,8,0,0,1,0
34436,212,5,26,21,3
34437,1,1,4,1,1
34438,3,0,0,1,0
34439,126,1,4,4,1
34440,50,0,0,3,0
34441,72,0,0,6,0
34442,4,1,1,1,1
34443,2,0,0,1,0
34444,9,0,0,3,0
34445,40,1,3,3,1
34446,61,1,4,10,1
34447,1,0,0,1,0
34448,1,0,0,1,0
34449,2,0,0,2,0
34450,5,0,0,1,0
34451,2,0,0,1,0
34452,106,2,2,19,2
34453,1,0,0,1,0
34454,1,0,0,1,0
34455,456,0,0,11,0
34456,33,0,0,4,0
34457,1,0,0,1,0
34458,51,0,0,10,0
34459,163,0,0,13,0
34460,4,0,0,3,0
34461,15,0,0,8,0
34462,22,1,1,2,1
34463,2,0,0,2,0
34464,409,2,9,23,2
34465,2,0,0,1,0
34466,2,0,0,1,0
34467,20,0,0,3,0
34468,2,0,0,1,0
34469,91,1,4,6,1
34470,20,1,3,4,1
34471,3,0,0,2,0
34472,116,0,0,14,0
34473,1,0,0,1,0
34474,78,0,0,6,0
34475,2549,2,2,25,2
34476,5,0,0,5,0
34477,2,0,0,1,0
34478,23,0,0,6,0
34479,27,0,0,6,0
34480,16,2,3,3,1
34481,351,0,0,5,0
34482,16,1,7,3,1
34483,108,0,0,7,0
34484,425,0,0,11,0
34485,2588,3,3,16,2
34486,93,0,0,4,0
34487,8,0,0,5,0
34488,6,0,0,2,0
34489,305,0,0,14,0
34490,88,0,0,2,0
34491,75,0,0,4,0
34492,1,0,0,1,0
34493,1,0,0,1,0
34494,4,0,0,1,0
34495,1,0,0,1,0
34496,2077,2,3,59,1
34497,1,0,0,1,0
34498,1747,2,3,9,1
34499,1,1,2,1,1
34500,30,0,0,5,0
34501,9,0,0,3,0
34502,5,0,0,2,0
34503,2,0,0,2,0
34504,6,1,1,3,1
34505,1,0,0,1,0
34506,1,0,0,1,0
34507,145,1,1,16,1
34508,1,0,0,1,0
34509,39,0,0,2,0
34510,1,1,1,1,1
34511,9,0,0,1,0
34512,5,0,0,3,0
34513,37,0,0,4,0
34514,7,0,0,5,0
34515,2,1,2,1,1
34516,361,1,1,11,1
34517,7,0,0,3,0
34518,4,1,1,3,1
34519,191,1,1,6,1
34520,67,0,0,4,0
34521,3,0,0,2,0
34522,1,0,0,1,0
34523,60,0,0,1,0
34524,105,1,1,4,1
34525,228,1,1,5,1
34526,657,0,0,14,0
34527,2,0,0,1,0
34528,169,0,0,7,0
34529,1,0,0,1,0
34530,71,2,2,7,1
34531,671,0,0,8,0
34532,739,0,0,11,0
34533,355,0,0,19,0
34534,160,3,8,27,1
34535,1,0,0,1,0
34536,1,0,0,1,0
34537,1,0,0,1,0
34538,6,1,1,2,1
34539,140,2,3,10,2
34540,367,3,6,9,2
34541,14,0,0,4,0
34542,5,0,0,1,0
34543,46,0,0,2,0
34544,71,0,0,13,0
34545,213,3,4,8,1
34546,39,0,0,4,0
34547,21,0,0,3,0
34548,73,0,0,7,0
34549,405,3,25,14,2
34550,12,0,0,2,0
34551,1,0,0,1,0
34552,154,0,0,3,0
34553,20,1,1,8,1
34554,142,0,0,13,0
34555,663,5,9,15,4
34556,1199,5,8,21,2
34557,3,0,0,1,0
34558,62,1,1,3,1
34559,18,1,1,4,1
34560,9,0,0,3,0
34561,4,0,0,1,0
34562,187,0,0,3,0
34563,1,0,0,1,0
34564,275,3,3,14,3
34565,1,0,0,1,0
34566,134,3,22,6,2
34567,1,1,10,1,1
34568,191,0,0,42,0
34569,1925,1,2,27,1
34570,2,0,0,2,0
34571,143,1,1,29,1
34572,11,0,0,7,0
34573,78,0,0,17,0
34574,146,0,0,3,0
34575,53,0,0,22,0
34576,6,0,0,2,0
34577,61,1,1,22,1
34578,5,0,0,5,0
34579,112,1,1,8,1
34580,492,0,0,22,0
34581,754,0,0,31,0
34582,99,0,0,17,0
34583,1221,0,0,35,0
34584,1167,0,0,22,0
34585,25,2,3,5,2
34586,76,0,0,21,0
34587,708,2,2,21,2
34588,175,0,0,15,0
34589,121,0,0,34,0
34590,69,0,0,11,0
34591,16,0,0,5,0
34592,1,1,11,1,1
34593,65,2,5,1,1
34594,1528,0,0,20,0
34595,11,1,1,2,1
34596,113,1,2,6,1
34597,125,0,0,7,0
34598,15,0,0,2,0
34599,298,0,0,26,0
34601,44,6,13,13,3
34602,12,1,1,6,1
34603,47,1,4,16,1
34604,1,0,0,1,0
34605,305,1,2,13,1
34606,1,0,0,1,0
34607,6,0,0,3,0
34608,387,1,2,16,1
34609,7,0,0,2,0
34610,115,0,0,4,0
34611,65,0,0,10,0
34612,9,0,0,7,0
34613,130,0,0,12,0
34614,10,0,0,2,0
34615,506,8,13,16,5
34616,74,0,0,3,0
34617,752,1,1,19,1
34618,336,4,13,11,3
34619,271,0,0,4,0
34620,199,0,0,11,0
34621,3,0,0,1,0
34622,62,0,0,9,0
34623,1,0,0,1,0
34624,687,0,0,12,0
34625,1,0,0,1,0
34626,59,1,1,7,1
34627,134,1,5,6,1
34628,49,1,5,6,1
34629,391,1,2,12,1
34630,184,0,0,9,0
34631,57,2,2,13,2
34632,2,0,0,1,0
34633,850,2,33,41,2
34634,10,1,1,2,1
34635,61,1,1,30,1
34636,22,0,0,9,0
34637,3756,0,0,10,0
34638,135,0,0,5,0
34639,3,1,12,1,1
34640,23,0,0,1,0
34641,295,0,0,13,0
34642,1,0,0,1,0
34643,46,1,4,10,1
34644,964,1,1,15,1
34645,1,0,0,1,0
34646,1,0,0,1,0
34647,10,1,1,4,1
34648,7,0,0,1,0
34649,20,0,0,1,0
34650,2,0,0,1,0
34652,17,0,0,5,0
34653,1,0,0,1,0
34654,6,0,0,3,0
34655,1,0,0,1,0
34656,4,0,0,2,0
34657,1,0,0,1,0
34658,2,0,0,1,0
34659,46,0,0,8,0
34660,1157,1,6,3,1
34661,1,0,0,1,0
34662,1,0,0,1,0
34663,25,0,0,5,0
34664,1,1,1,1,1
34665,1,0,0,1,0
34666,7,1,1,2,1
34667,17,0,0,3,0
34668,6,0,0,2,0
34669,1417,3,14,21,3
34670,1,0,0,1,0
34671,194,0,0,16,0
34672,6,0,0,1,0
34673,41,0,0,11,0
34674,100,0,0,10,0
34675,49,0,0,2,0
34676,24,2,14,3,2
34677,199,0,0,25,0
34678,6,0,0,2,0
34679,2,0,0,1,0
34680,1020,4,5,13,2
34681,3864,4,7,14,2
34682,5,0,0,1,0
34683,5,0,0,4,0
34684,209,2,2,5,1
34685,245,0,0,8,0
34686,11,0,0,2,0
34687,2,0,0,1,0
34688,642,0,0,10,0
34689,1,0,0,1,0
34690,14,0,0,3,0
34691,1,0,0,1,0
34692,7,0,0,1,0
34693,332,0,0,13,0
34694,3,0,0,1,0
34695,3376,1,2,35,1
34696,28,3,12,6,3
34697,250,0,0,9,0
34698,138,4,37,8,4
34699,21,0,0,3,0
34700,381,2,5,3,1
34701,193,1,1,11,1
34702,3,0,0,3,0
34703,14,0,0,3,0
34704,3457,0,0,16,0
34705,108,1,1,8,1
34706,2,0,0,1,0
34707,164,1,3,8,1
34708,440,0,0,11,0
34709,23,1,1,9,1
34710,23,0,0,2,0
34711,11,0,0,4,0
34712,1,0,0,1,0
34713,1,0,0,1,0
34714,388,1,1,13,1
34715,1,0,0,1,0
34716,385,0,0,35,0
34717,14,0,0,8,0
